v1	V(v_1)	V(v_2)	V(vout)
Step Information: V2=1  (Run: 1/4)
3.319999999999973e+000	3.320000e+000	1.000000e+000	4.998841e+000
3.329999999999973e+000	3.330000e+000	1.000000e+000	4.999033e+000
3.339999999999973e+000	3.340000e+000	1.000000e+000	4.999203e+000
3.349999999999973e+000	3.350000e+000	1.000000e+000	4.999350e+000
3.359999999999972e+000	3.360000e+000	1.000000e+000	4.999476e+000
3.369999999999972e+000	3.370000e+000	1.000000e+000	4.999583e+000
3.379999999999972e+000	3.380000e+000	1.000000e+000	4.999671e+000
3.389999999999972e+000	3.390000e+000	1.000000e+000	4.999745e+000
3.399999999999972e+000	3.400000e+000	1.000000e+000	4.999804e+000
3.409999999999971e+000	3.410000e+000	1.000000e+000	4.999851e+000
3.419999999999971e+000	3.420000e+000	1.000000e+000	4.999887e+000
3.429999999999971e+000	3.430000e+000	1.000000e+000	4.999916e+000
3.439999999999971e+000	3.440000e+000	1.000000e+000	4.999937e+000
3.449999999999970e+000	3.450000e+000	1.000000e+000	4.999954e+000
3.459999999999970e+000	3.460000e+000	1.000000e+000	4.999966e+000
3.469999999999970e+000	3.470000e+000	1.000000e+000	4.999975e+000
3.479999999999970e+000	3.480000e+000	1.000000e+000	4.999981e+000
3.489999999999970e+000	3.490000e+000	1.000000e+000	4.999986e+000
3.499999999999969e+000	3.500000e+000	1.000000e+000	4.999990e+000
3.509999999999969e+000	3.510000e+000	1.000000e+000	4.999992e+000
3.519999999999969e+000	3.520000e+000	1.000000e+000	4.999994e+000
3.529999999999969e+000	3.530000e+000	1.000000e+000	4.999996e+000
3.539999999999969e+000	3.540000e+000	1.000000e+000	4.999997e+000
3.549999999999968e+000	3.550000e+000	1.000000e+000	4.999998e+000
3.559999999999968e+000	3.560000e+000	1.000000e+000	4.999998e+000
3.569999999999968e+000	3.570000e+000	1.000000e+000	4.999999e+000
3.579999999999968e+000	3.580000e+000	1.000000e+000	4.999999e+000
3.589999999999967e+000	3.590000e+000	1.000000e+000	4.999999e+000
3.599999999999967e+000	3.600000e+000	1.000000e+000	4.999999e+000
3.609999999999967e+000	3.610000e+000	1.000000e+000	4.999999e+000
3.619999999999967e+000	3.620000e+000	1.000000e+000	5.000000e+000
3.629999999999967e+000	3.630000e+000	1.000000e+000	5.000000e+000
3.639999999999966e+000	3.640000e+000	1.000000e+000	5.000000e+000
3.649999999999966e+000	3.650000e+000	1.000000e+000	5.000000e+000
3.659999999999966e+000	3.660000e+000	1.000000e+000	5.000000e+000
3.669999999999966e+000	3.670000e+000	1.000000e+000	5.000000e+000
3.679999999999966e+000	3.680000e+000	1.000000e+000	5.000000e+000
3.689999999999965e+000	3.690000e+000	1.000000e+000	5.000000e+000
3.699999999999965e+000	3.700000e+000	1.000000e+000	5.000000e+000
3.709999999999965e+000	3.710000e+000	1.000000e+000	5.000000e+000
3.719999999999965e+000	3.720000e+000	1.000000e+000	5.000000e+000
3.729999999999965e+000	3.730000e+000	1.000000e+000	5.000000e+000
3.739999999999964e+000	3.740000e+000	1.000000e+000	5.000000e+000
3.749999999999964e+000	3.750000e+000	1.000000e+000	5.000000e+000
3.759999999999964e+000	3.760000e+000	1.000000e+000	5.000000e+000
3.769999999999964e+000	3.770000e+000	1.000000e+000	5.000000e+000
3.779999999999963e+000	3.780000e+000	1.000000e+000	5.000000e+000
3.789999999999963e+000	3.790000e+000	1.000000e+000	5.000000e+000
3.799999999999963e+000	3.800000e+000	1.000000e+000	5.000000e+000
3.809999999999963e+000	3.810000e+000	1.000000e+000	5.000000e+000
3.819999999999963e+000	3.820000e+000	1.000000e+000	5.000000e+000
3.829999999999962e+000	3.830000e+000	1.000000e+000	5.000000e+000
3.839999999999962e+000	3.840000e+000	1.000000e+000	5.000000e+000
3.849999999999962e+000	3.850000e+000	1.000000e+000	5.000000e+000
3.859999999999962e+000	3.860000e+000	1.000000e+000	5.000000e+000
3.869999999999962e+000	3.870000e+000	1.000000e+000	5.000000e+000
3.879999999999961e+000	3.880000e+000	1.000000e+000	5.000000e+000
3.889999999999961e+000	3.890000e+000	1.000000e+000	5.000000e+000
3.899999999999961e+000	3.900000e+000	1.000000e+000	5.000000e+000
3.909999999999961e+000	3.910000e+000	1.000000e+000	5.000000e+000
3.919999999999960e+000	3.920000e+000	1.000000e+000	5.000000e+000
