V_in(Ch1),V_out(Ch2)
2.204724409448819,1.92
2.2244094488188977,1.885
2.2440944881889764,1.845
2.2637795275590551,1.805
2.2834645669291338,1.77
2.3031496062992125,1.74
2.3228346456692912,1.715
2.3425196850393699,1.71
2.3622047244094486,1.715
2.3818897637795273,1.72
2.4015748031496065,1.73
2.4212598425196852,1.745
2.4409448818897639,1.7550000000000001
2.4606299212598426,1.77
2.4803149606299213,1.7850000000000001
2.5,1.795
2.5196850393700787,1.81
2.5393700787401574,1.825
2.5590551181102361,1.84
2.5787401574803148,1.855
2.5984251968503935,1.87
2.6181102362204722,1.8900000000000001
2.6377952755905509,1.905
2.6574803149606301,1.92
2.6771653543307088,1.94
2.6968503937007875,1.955
2.7165354330708662,1.975
2.7362204724409449,1.99
2.7559055118110236,2.0100000000000002
2.7755905511811023,2.0300000000000002
2.795275590551181,2.045
2.8149606299212597,2.065
2.8346456692913384,2.08
2.8543307086614171,2.1
2.8740157480314958,2.12
2.8937007874015745,2.1350000000000002
2.9133858267716537,2.1550000000000002
2.9330708661417324,2.17
2.9527559055118111,2.19
2.9724409448818898,2.21
2.9921259842519685,2.225
3.0118110236220472,2.245
3.0314960629921259,2.265
3.0511811023622046,2.285
3.0708661417322833,2.305
3.090551181102362,2.325
3.1102362204724407,2.34
3.1299212598425195,2.36
3.1496062992125982,2.38
3.1692913385826773,2.395
3.188976377952756,2.415
3.2086614173228347,2.435
3.2283464566929134,2.455
3.2480314960629921,2.475
3.2677165354330708,2.49
3.2874015748031495,2.5100000000000002
3.3070866141732282,2.5300000000000002
3.326771653543307,2.5500000000000003
3.3464566929133857,2.565
3.3661417322834644,2.585
3.3858267716535431,2.605
3.4055118110236222,2.625
3.4251968503937009,2.64
3.4448818897637796,2.66
3.4645669291338583,2.68
3.484251968503937,2.7
3.5039370078740157,2.72
3.5236220472440944,2.74
3.5433070866141732,2.7600000000000002
3.5629921259842519,2.775
3.5826771653543306,2.795
3.6023622047244093,2.815
3.622047244094488,2.835
3.6417322834645667,2.855
3.6614173228346458,2.87
3.6811023622047245,2.89
3.7007874015748032,2.91
3.7204724409448819,2.9250000000000003
3.7401574803149606,2.945
3.7598425196850394,2.965
3.7795275590551181,2.98
3.7992125984251968,3.0
3.8188976377952755,3.02
3.8385826771653542,3.04
3.8582677165354329,3.055
3.8779527559055116,3.075
3.8976377952755903,3.095
3.9173228346456694,3.11
3.9370078740157481,3.13
3.9566929133858268,3.15
3.9763779527559056,3.17
3.9960629921259843,3.19
4.015748031496063,3.225
4.0354330708661417,3.245
4.0551181102362204,3.2600000000000002
4.0748031496062991,3.2800000000000002
4.0944881889763778,3.3000000000000003
4.1141732283464565,3.3200000000000003
4.1338582677165352,3.34
4.1535433070866139,3.355
4.1732283464566926,3.375
4.1929133858267713,3.395
4.21259842519685,3.415
4.2322834645669287,3.435
4.2519685039370074,3.455
4.2716535433070861,3.475
4.2913385826771657,3.495
4.3110236220472444,3.5100000000000002
4.3307086614173231,3.5300000000000002
4.3503937007874018,3.5500000000000003
4.3700787401574805,3.5700000000000003
4.3897637795275593,3.59
4.409448818897638,3.61
4.4291338582677167,3.63
4.4488188976377954,3.65
4.4685039370078741,3.665
4.4881889763779528,3.685
4.5078740157480315,3.705
4.5275590551181102,3.725
4.5472440944881889,3.745
4.5669291338582676,3.765
4.5866141732283463,3.785
4.606299212598425,3.8000000000000003
4.6259842519685037,3.8200000000000003
4.6456692913385824,3.84
4.6653543307086611,3.855
4.6850393700787398,3.875
4.7047244094488185,3.895
4.7244094488188972,3.915
4.7440944881889759,3.935
4.7637795275590546,3.955
4.7834645669291334,3.97
4.8031496062992129,3.99
4.8228346456692917,4.01
4.8425196850393704,4.03
4.8622047244094491,4.05
4.8818897637795278,4.07
4.9015748031496065,4.09
4.9212598425196852,4.11
4.9409448818897639,4.13
4.9606299212598426,4.15
4.9803149606299213,4.17
5.0,4.19
